age,income,home_ownership,employment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,max_allowed_loan
40.0,36000.0,RENT,2.0,MEDICAL,5000,10.37,0.14,N,16,5000.0
40.0,60000.0,RENT,5.0,EDUCATION,5000,11.86,0.08,N,12,5000.0
40.0,70000.0,MORTGAGE,0.0,MEDICAL,5000,11.78,0.07,Y,11,5000.0
40.0,25000.0,OWN,2.0,PERSONAL,5000,9.62,0.2,N,15,5000.0
40.0,36000.0,RENT,0.0,MEDICAL,5000,13.22,0.14,N,16,5000.0
40.0,60000.0,OWN,18.0,PERSONAL,5000,13.85,0.08,Y,15,5000.0
40.0,54000.0,RENT,0.0,MEDICAL,5000,5.42,0.09,N,13,5000.0
40.0,110000.0,MORTGAGE,1.0,EDUCATION,5000,9.63,0.05,N,11,5000.0
40.0,50000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,5000,7.14,0.1,N,17,5000.0
40.0,45000.0,MORTGAGE,3.0,PERSONAL,5000,6.99,0.11,N,15,5000.0
40.0,54000.0,MORTGAGE,20.0,PERSONAL,5000,7.14,0.09,N,17,5000.0
40.0,100000.0,RENT,0.0,MEDICAL,5000,7.75,0.05,N,17,5000.0
40.0,55236.0,RENT,17.0,HOMEIMPROVEMENT,5000,15.05,0.09,Y,14,5000.0
40.0,42000.0,RENT,2.0,MEDICAL,5000,5.79,0.12,N,15,5000.0
40.0,36000.0,RENT,2.0,MEDICAL,5000,9.63,0.14,N,16,5000.0
40.0,36000.0,RENT,2.0,EDUCATION,5000,9.99,0.14,N,17,5000.0
40.0,60000.0,MORTGAGE,1.0,PERSONAL,5000,11.14,0.08,N,17,5000.0
40.0,31200.0,MORTGAGE,4.0,HOMEIMPROVEMENT,5000,10.65,0.16,N,11,5000.0
40.0,54096.0,RENT,3.0,VENTURE,4900,10.96,0.09,N,14,4900.0
40.0,65004.0,RENT,0.0,MEDICAL,4800,11.28,0.08,Y,11,4800.0
40.0,69600.0,OWN,12.0,VENTURE,4800,7.29,0.07,N,16,4800.0
40.0,30000.0,OWN,3.0,HOMEIMPROVEMENT,4800,7.29,0.16,N,13,4800.0
40.0,105000.0,MORTGAGE,11.0,MEDICAL,4800,10.59,0.05,N,17,4800.0
40.0,70000.0,RENT,12.0,VENTURE,4500,5.79,0.06,N,15,4500.0
40.0,75000.0,MORTGAGE,2.0,EDUCATION,4400,6.99,0.06,N,12,4400.0
40.0,63000.0,MORTGAGE,3.0,EDUCATION,4000,6.92,0.06,N,13,4000.0
40.0,30000.0,RENT,0.0,EDUCATION,4000,11.83,0.13,N,12,4000.0
40.0,42000.0,RENT,0.0,EDUCATION,4000,14.65,0.1,N,16,4000.0
40.0,50000.0,RENT,2.0,PERSONAL,4000,13.47,0.08,Y,17,4000.0
40.0,54000.0,MORTGAGE,2.0,PERSONAL,4000,12.42,0.07,N,12,4000.0
40.0,65000.0,MORTGAGE,2.0,EDUCATION,4000,10.99,0.06,N,11,4000.0
40.0,50000.0,RENT,1.0,DEBTCONSOLIDATION,4000,14.27,0.08,Y,17,4000.0
40.0,36000.0,RENT,2.0,EDUCATION,4000,14.26,0.11,Y,12,4000.0
40.0,60000.0,RENT,2.0,EDUCATION,3600,7.66,0.06,N,12,3600.0
40.0,60000.0,RENT,3.0,EDUCATION,3600,16.89,0.06,N,17,3600.0
40.0,20000.0,RENT,4.0,VENTURE,3600,13.11,0.17,Y,11,3600.0
40.0,55182.0,RENT,0.0,VENTURE,3500,6.99,0.06,N,12,3500.0
40.0,35000.0,RENT,1.0,MEDICAL,3500,14.27,0.1,Y,16,3500.0
40.0,68000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,3500,5.42,0.05,N,14,3500.0
40.0,48000.0,MORTGAGE,18.0,VENTURE,3500,11.99,0.07,N,14,3500.0
40.0,74400.0,MORTGAGE,0.0,MEDICAL,3500,7.29,0.05,N,14,3500.0
40.0,35820.0,RENT,0.0,PERSONAL,3275,8.88,0.09,N,6,3275.0
40.0,50000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,3250,10.37,0.07,N,17,3250.0
40.0,65000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,3100,7.29,0.05,N,16,3100.0
40.0,50000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,3000,6.03,0.06,N,17,3000.0
40.0,27600.0,OWN,16.0,VENTURE,3000,14.27,0.11,N,17,3000.0
40.0,60000.0,MORTGAGE,7.0,MEDICAL,3000,7.74,0.05,N,13,3000.0
40.0,48000.0,RENT,15.0,PERSONAL,3000,11.78,0.06,Y,17,3000.0
40.0,77500.0,RENT,3.0,EDUCATION,3000,14.72,0.04,Y,16,3000.0
40.0,50000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,3000,5.42,0.06,N,11,3000.0
40.0,50000.0,RENT,3.0,MEDICAL,3000,12.53,0.06,N,16,3000.0
40.0,50000.0,RENT,1.0,MEDICAL,3000,9.99,0.06,N,15,3000.0
40.0,60000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,3000,10.0,0.05,N,14,3000.0
40.0,60000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,3000,7.68,0.05,N,15,3000.0
40.0,43000.0,RENT,1.0,MEDICAL,3000,9.99,0.07,N,15,3000.0
40.0,90000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,3000,12.53,0.03,N,17,3000.0
40.0,19200.0,RENT,4.0,DEBTCONSOLIDATION,3000,12.99,0.16,Y,15,3000.0
40.0,38000.0,MORTGAGE,2.0,MEDICAL,3000,6.39,0.08,N,14,3000.0
40.0,50000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,3000,7.29,0.06,N,13,3000.0
40.0,28800.0,RENT,2.0,PERSONAL,2800,7.88,0.1,N,14,2800.0
40.0,60000.0,RENT,2.0,VENTURE,2500,11.49,0.04,N,14,2500.0
40.0,25000.0,RENT,2.0,PERSONAL,2500,11.71,0.1,N,13,2500.0
40.0,42000.0,MORTGAGE,18.0,VENTURE,2500,9.99,0.06,N,14,2500.0
40.0,60000.0,MORTGAGE,5.0,PERSONAL,2500,7.49,0.04,N,11,2500.0
40.0,60000.0,RENT,2.0,MEDICAL,2500,11.48,0.04,N,13,2500.0
40.0,16800.0,RENT,0.0,VENTURE,2450,8.94,0.15,N,14,2450.0
40.0,62496.0,RENT,0.0,EDUCATION,2400,12.53,0.04,Y,14,2400.0
40.0,49500.0,RENT,0.0,PERSONAL,2400,14.27,0.05,Y,13,2400.0
40.0,30000.0,RENT,4.0,MEDICAL,2000,7.9,0.07,N,13,2000.0
40.0,34800.0,RENT,6.0,MEDICAL,2000,9.99,0.06,N,16,2000.0
40.0,50000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,2000,8.49,0.04,N,11,2000.0
40.0,42000.0,RENT,2.0,PERSONAL,2000,12.99,0.05,Y,14,2000.0
40.0,14400.0,RENT,0.0,VENTURE,2000,10.37,0.14,N,11,2000.0
40.0,62400.0,RENT,4.0,MEDICAL,2000,13.8,0.03,Y,16,2000.0
40.0,77000.0,MORTGAGE,2.0,PERSONAL,2000,10.75,0.03,N,12,2000.0
40.0,42000.0,OWN,21.0,MEDICAL,2000,11.36,0.05,N,15,2000.0
40.0,350000.0,OWN,16.0,PERSONAL,2000,11.49,0.06,N,13,2000.0
40.0,60000.0,RENT,1.0,EDUCATION,2000,11.49,0.03,N,14,2000.0
40.0,24449.0,OWN,2.0,EDUCATION,2000,12.84,0.08,Y,12,2000.0
40.0,75000.0,RENT,2.0,HOMEIMPROVEMENT,1800,11.12,0.02,N,17,1800.0
40.0,48000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,1500,7.68,0.03,N,17,1500.0
40.0,18700.0,RENT,2.0,MEDICAL,1500,12.87,0.08,Y,15,1500.0
40.0,36900.0,RENT,0.0,EDUCATION,1500,10.65,0.04,N,13,1500.0
40.0,45000.0,MORTGAGE,2.0,EDUCATION,1500,7.4,0.03,N,14,1500.0
40.0,77367.0,MORTGAGE,11.0,EDUCATION,1500,6.17,0.02,N,17,1500.0
40.0,50000.0,RENT,0.0,DEBTCONSOLIDATION,1500,11.71,0.03,N,16,1500.0
40.0,14400.0,RENT,3.0,VENTURE,1500,7.29,0.1,N,14,1500.0
40.0,42000.0,OWN,8.0,MEDICAL,1200,7.29,0.03,N,14,1200.0
40.0,29000.0,RENT,0.0,EDUCATION,1000,8.0,0.03,N,12,1000.0
40.0,38000.0,RENT,1.0,EDUCATION,1000,10.95,0.03,N,11,1000.0
40.0,68000.0,MORTGAGE,5.0,EDUCATION,1000,8.0,0.01,N,13,1000.0
40.0,85000.0,MORTGAGE,18.0,VENTURE,1000,10.36,0.01,N,17,1000.0
40.0,28800.0,RENT,2.0,PERSONAL,1000,10.65,0.03,N,14,1000.0
25.0,4200.0,RENT,5.0,MEDICAL,5000,6.76,0.12,N,4,232.0
21.0,12600.0,MORTGAGE,1.0,EDUCATION,12000,5.99,0.1,N,2,1207.0
21.0,12000.0,OWN,0.0,VENTURE,8800,17.39,0.07,N,2,3780.0
24.0,5000.0,RENT,0.0,EDUCATION,1000,13.06,0.2,Y,4,4992.0
28.0,10000.0,OWN,12.0,VENTURE,8000,7.51,0.08,N,9,5975.0
22.0,9600.0,RENT,4.0,EDUCATION,3500,12.18,0.36,N,2,7047.0
21.0,12000.0,OWN,0.0,MEDICAL,5000,13.06,0.41,Y,4,7585.0
21.0,9600.0,RENT,1.0,PERSONAL,1000,12.68,0.1,N,2,9073.0
22.0,9600.0,RENT,1.0,EDUCATION,1200,14.72,0.13,N,3,9352.0
22.0,9600.0,RENT,2.0,VENTURE,1000,8.0,0.1,N,4,9553.0
21.0,12000.0,RENT,0.0,VENTURE,3000,10.39,0.25,N,2,9588.0
22.0,14400.0,OWN,0.0,PERSONAL,6000,9.63,0.04,N,4,9823.0
21.0,12000.0,OWN,0.0,VENTURE,2000,11.14,0.17,N,4,10591.0
25.0,9600.0,RENT,1.0,DEBTCONSOLIDATION,1200,11.14,0.13,N,2,10791.0
28.0,12000.0,OWN,2.0,PERSONAL,5825,7.49,0.51,N,7,10954.0
25.0,9600.0,RENT,0.0,MEDICAL,1000,14.35,0.1,N,2,10992.0
22.0,12000.0,RENT,0.0,EDUCATION,1775,12.72,0.14,N,4,11416.0
22.0,24960.0,OWN,6.0,EDUCATION,16000,10.99,0.07,N,4,11428.0
23.0,12000.0,OWN,0.0,VENTURE,2000,10.74,0.17,N,2,11790.0
21.0,21600.0,OWN,2.0,MEDICAL,10750,13.85,0.51,N,3,11908.0
22.0,12360.0,OWN,1.0,MEDICAL,1600,13.16,0.13,N,4,11987.0
27.0,12000.0,RENT,3.0,MEDICAL,4000,7.9,0.3,N,10,12183.0
28.0,9600.0,MORTGAGE,2.0,DEBTCONSOLIDATION,1200,7.88,0.13,N,7,12230.0
25.0,15500.0,RENT,3.0,DEBTCONSOLIDATION,7000,14.22,0.05,Y,3,12354.0
22.0,25000.0,MORTGAGE,0.0,EDUCATION,15000,13.67,0.06,N,4,12473.0
24.0,12000.0,RENT,0.0,MEDICAL,1800,12.84,0.14,N,4,12590.0
21.0,14400.0,RENT,0.0,DEBTCONSOLIDATION,2500,10.37,0.18,N,3,12610.0
29.0,12000.0,OWN,5.0,PERSONAL,4750,12.73,0.4,N,6,12630.0
22.0,13200.0,RENT,0.0,VENTURE,1875,11.14,0.14,N,2,12635.0
24.0,12000.0,RENT,0.0,PERSONAL,1600,13.11,0.15,N,2,12790.0
23.0,12000.0,RENT,0.0,EDUCATION,1000,12.68,0.08,Y,2,12793.0
24.0,40000.0,MORTGAGE,8.0,EDUCATION,35000,17.58,0.09,N,4,12955.0
21.0,14400.0,RENT,0.0,MEDICAL,2100,13.35,0.15,Y,2,13010.0
21.0,14400.0,RENT,3.0,DEBTCONSOLIDATION,1875,13.72,0.13,N,3,13236.0
21.0,18000.0,OWN,3.0,MEDICAL,5300,15.27,0.29,N,3,13585.0
21.0,15360.0,RENT,1.0,DEBTCONSOLIDATION,2500,5.42,0.15,N,4,13618.0
21.0,15000.0,RENT,0.0,PERSONAL,2100,14.17,0.15,N,2,13640.0
21.0,15000.0,RENT,2.0,VENTURE,2000,10.74,0.13,N,2,13741.0
21.0,15000.0,RENT,3.0,PERSONAL,1825,11.49,0.12,N,4,13916.0
25.0,14400.0,RENT,2.0,MEDICAL,4000,10.62,0.27,N,4,13984.0
21.0,20004.0,OWN,2.0,MEDICAL,7000,10.99,0.32,N,2,13987.0
23.0,14000.0,RENT,0.0,EDUCATION,2100,7.14,0.15,N,3,13989.0
21.0,14400.0,RENT,0.0,PERSONAL,1000,7.51,0.07,N,2,14113.0
21.0,15120.0,MORTGAGE,5.0,DEBTCONSOLIDATION,1500,10.38,0.1,N,2,14368.0
21.0,15600.0,RENT,0.0,DEBTCONSOLIDATION,2000,7.29,0.13,N,2,14371.0
21.0,18000.0,OWN,3.0,MEDICAL,4500,14.72,0.25,N,4,14386.0
27.0,12000.0,RENT,0.0,MEDICAL,1800,12.41,0.15,Y,6,14389.0
21.0,15360.0,OWN,1.0,HOMEIMPROVEMENT,1600,12.53,0.1,N,4,14520.0
24.0,16800.0,OWN,2.0,HOMEIMPROVEMENT,5600,11.99,0.3,N,4,14542.0
22.0,18240.0,OWN,0.0,PERSONAL,5500,6.62,0.3,N,2,14548.0
22.0,14400.0,OWN,0.0,MEDICAL,1200,7.74,0.08,N,4,14632.0
22.0,15000.0,RENT,1.0,MEDICAL,1800,10.08,0.12,N,2,14691.0
21.0,15000.0,OWN,0.0,EDUCATION,1000,14.35,0.07,N,3,14743.0
23.0,14400.0,RENT,0.0,MEDICAL,1750,6.54,0.13,N,2,14800.0
23.0,26000.0,OWN,5.0,PERSONAL,15000,9.63,0.05,N,2,14872.0
21.0,20000.0,RENT,2.0,MEDICAL,6000,7.14,0.3,N,2,14984.0
21.0,20000.0,OWN,1.0,PERSONAL,6000,15.05,0.3,Y,2,14984.0
23.0,14400.0,RENT,0.0,EDUCATION,1500,12.84,0.1,Y,2,15051.0
23.0,14400.0,RENT,0.0,MEDICAL,1500,7.29,0.1,N,3,15051.0
22.0,22800.0,OWN,0.0,VENTURE,10000,16.45,0.42,N,4,15058.0
25.0,15000.0,OWN,2.0,VENTURE,3600,11.71,0.24,N,3,15135.0
21.0,24000.0,OWN,3.0,VENTURE,10000,9.91,0.42,N,4,15179.0
21.0,24000.0,OWN,3.0,VENTURE,10000,8.9,0.42,N,3,15179.0
24.0,14400.0,RENT,3.0,VENTURE,2000,10.65,0.14,N,4,15269.0
22.0,16400.0,OWN,3.0,VENTURE,2750,15.27,0.16,Y,4,15278.0
23.0,18000.0,OWN,3.0,MEDICAL,5400,7.9,0.3,N,4,15283.0
26.0,15000.0,OWN,0.0,MEDICAL,4200,10.59,0.29,N,3,15283.0
26.0,13200.0,RENT,0.0,DEBTCONSOLIDATION,1825,10.74,0.14,N,2,15324.0
21.0,15600.0,OWN,1.0,VENTURE,1000,14.65,0.06,Y,3,15373.0
21.0,18000.0,OWN,3.0,EDUCATION,3500,11.49,0.19,N,4,15388.0
24.0,14400.0,RENT,3.0,DEBTCONSOLIDATION,1800,12.73,0.12,N,4,15470.0
21.0,20000.0,RENT,3.0,EDUCATION,5500,5.42,0.27,N,4,15484.0
23.0,14400.0,RENT,0.0,EDUCATION,1000,11.49,0.07,N,4,15553.0
21.0,18000.0,RENT,1.0,EDUCATION,3300,11.99,0.17,N,2,15588.0
33.0,10140.0,OWN,2.0,EDUCATION,1000,7.29,0.1,N,10,15721.0
23.0,15600.0,RENT,0.0,EDUCATION,2000,14.27,0.13,N,4,15930.0
25.0,16800.0,RENT,0.0,DEBTCONSOLIDATION,5000,11.36,0.3,N,3,15982.0
22.0,20000.0,RENT,6.0,EDUCATION,6000,7.49,0.3,N,4,15983.0
21.0,20000.0,OWN,5.0,EDUCATION,5000,7.29,0.25,N,2,15985.0
21.0,20000.0,OWN,2.0,PERSONAL,5000,8.59,0.25,N,2,15985.0
21.0,20000.0,OWN,5.0,VENTURE,5000,5.99,0.25,N,4,15985.0
22.0,22000.0,MORTGAGE,1.0,VENTURE,8000,10.99,0.36,N,3,16180.0
21.0,20000.0,RENT,5.0,EDUCATION,4800,11.99,0.24,N,2,16185.0
21.0,20000.0,RENT,2.0,MEDICAL,4750,10.37,0.24,N,3,16236.0
21.0,20000.0,OWN,5.0,EDUCATION,4750,11.83,0.24,N,2,16236.0
21.0,21200.0,RENT,0.0,EDUCATION,6000,9.32,0.28,N,4,16244.0
24.0,14400.0,RENT,2.0,EDUCATION,1000,7.51,0.07,N,4,16272.0
22.0,16200.0,RENT,0.0,VENTURE,1500,13.99,0.09,Y,3,16311.0
22.0,16800.0,RENT,3.0,EDUCATION,2000,10.99,0.12,N,2,16470.0
22.0,20000.0,RENT,2.0,MEDICAL,5500,12.21,0.26,N,2,16484.0
21.0,20000.0,RENT,3.0,MEDICAL,4500,11.71,0.22,N,3,16486.0
25.0,17004.0,OWN,5.0,PERSONAL,4750,9.88,0.28,N,2,16488.0
21.0,18000.0,RENT,3.0,EDUCATION,2400,11.99,0.13,N,4,16490.0
21.0,18000.0,RENT,2.0,VENTURE,2400,11.46,0.13,N,4,16490.0
24.0,24000.0,MORTGAGE,8.0,MEDICAL,12000,7.14,0.5,N,4,16774.0
21.0,21000.0,RENT,3.0,VENTURE,5175,11.49,0.25,N,2,16860.0
23.0,20000.0,RENT,0.0,MEDICAL,6000,11.86,0.3,N,3,16982.0
23.0,20000.0,RENT,5.0,VENTURE,6000,9.25,0.3,N,4,16982.0
23.0,20000.0,RENT,7.0,PERSONAL,6000,12.69,0.3,N,3,16982.0
22.0,20000.0,OWN,3.0,EDUCATION,5000,11.83,0.25,N,4,16984.0
22.0,20000.0,RENT,1.0,PERSONAL,5000,10.59,0.25,N,4,16984.0
22.0,20000.0,RENT,2.0,PERSONAL,5000,9.88,0.25,N,2,16984.0
22.0,20000.0,OWN,5.0,EDUCATION,5000,10.99,0.25,N,2,16984.0
22.0,20000.0,RENT,2.0,MEDICAL,5000,11.86,0.25,N,4,16984.0
21.0,21000.0,RENT,5.0,MEDICAL,5000,11.71,0.24,N,3,17035.0
21.0,21000.0,RENT,5.0,EDUCATION,5000,12.69,0.24,N,3,17035.0
22.0,21000.0,RENT,2.0,DEBTCONSOLIDATION,6000,7.9,0.28,N,3,17083.0
22.0,19200.0,OWN,0.0,EDUCATION,4000,15.21,0.21,Y,2,17106.0
21.0,24000.0,OWN,5.0,VENTURE,8000,7.29,0.33,N,5,17181.0
22.0,20000.0,OWN,0.0,VENTURE,4800,7.14,0.24,N,2,17185.0
26.0,14400.0,RENT,0.0,VENTURE,1500,12.99,0.1,Y,4,17210.0
21.0,25000.0,MORTGAGE,5.0,PERSONAL,9000,6.03,0.36,N,3,17230.0
22.0,20000.0,RENT,0.0,PERSONAL,4750,8.0,0.24,N,4,17235.0
22.0,21600.0,RENT,0.0,PERSONAL,6500,9.91,0.3,N,3,17242.0
21.0,21600.0,OWN,0.0,DEBTCONSOLIDATION,5400,14.54,0.25,Y,4,17265.0
22.0,27800.0,OWN,2.0,PERSONAL,13250,11.71,0.51,N,4,17305.0
23.0,17688.0,RENT,0.0,PERSONAL,3000,11.11,0.15,N,3,17329.0
22.0,24000.0,MORTGAGE,1.0,EDUCATION,9000,12.21,0.38,N,4,17379.0
21.0,18000.0,RENT,3.0,MEDICAL,1500,11.14,0.08,N,3,17392.0
21.0,18000.0,RENT,0.0,EDUCATION,1500,10.37,0.08,N,2,17392.0
21.0,18000.0,RENT,0.0,DEBTCONSOLIDATION,1500,12.87,0.08,Y,2,17392.0
27.0,14400.0,RENT,0.0,DEBTCONSOLIDATION,2000,10.65,0.14,N,9,17428.0
23.0,20000.0,RENT,6.0,DEBTCONSOLIDATION,5500,10.99,0.28,N,3,17483.0
22.0,20000.0,OWN,1.0,EDUCATION,4500,8.59,0.23,N,4,17485.0
22.0,20000.0,RENT,5.0,EDUCATION,4500,9.99,0.22,N,2,17485.0
21.0,20000.0,RENT,5.0,EDUCATION,3500,13.11,0.17,Y,2,17488.0
22.0,24000.0,MORTGAGE,2.0,EDUCATION,8875,11.49,0.36,N,3,17504.0
21.0,21000.0,RENT,2.0,PERSONAL,4500,13.99,0.21,Y,3,17536.0
21.0,24996.0,OWN,2.0,MEDICAL,8500,7.51,0.35,N,2,17726.0
25.0,17400.0,MORTGAGE,0.0,MEDICAL,4000,11.83,0.25,N,3,17734.0
21.0,25000.0,OWN,5.0,VENTURE,8400,7.29,0.34,N,4,17831.0
21.0,18000.0,RENT,0.0,MEDICAL,1000,14.72,0.06,Y,4,17893.0
27.0,17000.0,RENT,2.0,EDUCATION,5000,14.22,0.29,Y,6,17931.0
22.0,30000.0,OWN,0.0,EDUCATION,15000,11.48,0.5,N,4,17973.0
22.0,30000.0,RENT,7.0,EDUCATION,15000,14.42,0.5,N,3,17973.0
25.0,24000.0,OWN,2.0,HOMEIMPROVEMENT,12000,7.51,0.5,N,3,17973.0
23.0,20000.0,RENT,3.0,MEDICAL,5000,11.86,0.25,N,4,17984.0
23.0,20000.0,OWN,5.0,EDUCATION,5000,6.03,0.25,N,3,17984.0
22.0,20000.0,RENT,2.0,PERSONAL,4000,11.89,0.2,N,3,17986.0
22.0,20000.0,RENT,2.0,PERSONAL,4000,13.79,0.2,N,4,17986.0
21.0,20000.0,RENT,3.0,PERSONAL,3000,10.99,0.15,N,4,17988.0
21.0,20000.0,RENT,3.0,EDUCATION,3000,11.99,0.15,N,4,17988.0
22.0,21000.0,RENT,2.0,MEDICAL,5000,11.86,0.24,N,4,18084.0
23.0,28800.0,MORTGAGE,1.0,EDUCATION,15000,16.4,0.51,N,4,18092.0
21.0,25000.0,OWN,1.0,EDUCATION,8125,6.99,0.33,N,4,18106.0
21.0,19200.0,RENT,3.0,EDUCATION,2000,12.69,0.1,N,4,18151.0
70.0,14400.0,RENT,0.0,MEDICAL,2000,10.65,0.14,N,21,18160.0
21.0,24000.0,RENT,2.0,EDUCATION,7000,8.49,0.29,N,3,18182.0
21.0,24000.0,OWN,2.0,EDUCATION,7000,12.42,0.29,N,2,18182.0
21.0,24996.0,OWN,5.0,EDUCATION,8000,11.26,0.32,N,4,18227.0
21.0,24996.0,OWN,5.0,EDUCATION,8000,7.51,0.32,N,3,18227.0
21.0,24996.0,MORTGAGE,0.0,DEBTCONSOLIDATION,8000,5.99,0.32,N,3,18227.0
22.0,25000.0,OWN,6.0,VENTURE,9250,7.49,0.37,N,2,18229.0
21.0,25000.0,OWN,5.0,EDUCATION,8000,14.84,0.32,Y,4,18231.0
21.0,23000.0,RENT,0.0,MEDICAL,5900,9.99,0.26,N,2,18234.0
22.0,24000.0,OWN,3.0,VENTURE,8000,11.99,0.33,N,4,18380.0
22.0,18000.0,MORTGAGE,6.0,VENTURE,1400,13.49,0.08,Y,2,18392.0
27.0,14400.0,RENT,0.0,DEBTCONSOLIDATION,1000,11.86,0.07,N,8,18431.0
21.0,21600.0,RENT,0.0,MEDICAL,4200,9.99,0.19,N,4,18466.0
21.0,20000.0,RENT,0.0,PERSONAL,2500,13.49,0.13,Y,3,18490.0
21.0,20000.0,OWN,2.0,EDUCATION,2500,15.58,0.13,Y,2,18490.0
23.0,20520.0,RENT,0.0,MEDICAL,5000,9.99,0.24,N,4,18582.0
23.0,23148.0,OWN,0.0,VENTURE,8000,11.86,0.35,N,4,18600.0
21.0,21600.0,RENT,0.0,DEBTCONSOLIDATION,4000,13.49,0.19,N,2,18667.0
23.0,25000.0,OWN,5.0,EDUCATION,10000,8.0,0.4,N,4,18727.0
21.0,25000.0,MORTGAGE,0.0,VENTURE,7500,12.84,0.3,Y,4,18732.0
21.0,25000.0,OWN,5.0,VENTURE,7500,6.76,0.3,N,4,18732.0
22.0,22500.0,RENT,0.0,EDUCATION,6000,13.22,0.27,Y,4,18733.0
21.0,31200.0,OWN,5.0,VENTURE,14000,8.63,0.45,N,3,18735.0
28.0,15000.0,RENT,0.0,MEDICAL,2250,13.49,0.15,Y,8,18737.0
22.0,30000.0,MORTGAGE,3.0,VENTURE,14200,11.14,0.47,N,4,18774.0
22.0,28000.0,MORTGAGE,5.0,EDUCATION,12000,9.91,0.43,N,2,18776.0
23.0,22000.0,RENT,2.0,PERSONAL,6500,11.71,0.3,N,3,18781.0
29.0,14400.0,RENT,0.0,VENTURE,2000,11.49,0.14,N,5,18867.0
22.0,24000.0,OWN,6.0,PERSONAL,7500,5.99,0.33,N,2,18881.0
24.0,20000.0,RENT,0.0,PERSONAL,5000,6.91,0.25,N,4,18983.0
24.0,20000.0,OWN,8.0,HOMEIMPROVEMENT,5000,8.59,0.25,N,3,18983.0
23.0,20000.0,RENT,1.0,VENTURE,4000,12.21,0.2,N,2,18985.0
22.0,26400.0,MORTGAGE,1.0,VENTURE,10000,14.79,0.38,Y,2,19018.0
22.0,23000.0,RENT,3.0,EDUCATION,6250,12.73,0.27,N,4,19033.0
22.0,21000.0,RENT,0.0,PERSONAL,4000,11.12,0.19,N,2,19086.0
22.0,19200.0,RENT,0.0,VENTURE,2000,8.59,0.1,N,3,19110.0
22.0,19200.0,RENT,1.0,PERSONAL,2000,10.36,0.1,N,4,19110.0
22.0,24000.0,OWN,0.0,EDUCATION,7200,7.49,0.3,N,4,19181.0
22.0,24000.0,RENT,1.0,MEDICAL,7200,11.83,0.3,N,2,19181.0
21.0,24000.0,RENT,3.0,EDUCATION,6000,7.51,0.25,N,2,19184.0
21.0,24000.0,RENT,1.0,EDUCATION,6000,7.51,0.25,N,4,19184.0
21.0,24000.0,RENT,5.0,PERSONAL,6000,10.36,0.25,N,4,19184.0
21.0,24000.0,OWN,1.0,MEDICAL,6000,12.68,0.25,N,4,19184.0
21.0,24000.0,RENT,5.0,DEBTCONSOLIDATION,6000,10.75,0.25,N,4,19184.0
21.0,24000.0,OWN,0.0,MEDICAL,6000,12.53,0.25,N,4,19184.0
21.0,24000.0,RENT,5.0,MEDICAL,6000,9.32,0.25,N,4,19184.0
23.0,18000.0,RENT,2.0,VENTURE,1500,12.53,0.08,Y,4,19191.0
21.0,25000.0,RENT,2.0,MEDICAL,7000,9.25,0.28,N,2,19232.0
23.0,19200.0,RENT,0.0,MEDICAL,2800,7.49,0.15,N,3,19268.0
21.0,20000.0,RENT,0.0,MEDICAL,1675,14.27,0.08,Y,4,19316.0
23.0,21600.0,RENT,2.0,EDUCATION,5500,6.62,0.25,N,3,19323.0
21.0,27000.0,MORTGAGE,5.0,EDUCATION,9000,13.85,0.33,N,4,19330.0
24.0,27000.0,OWN,2.0,VENTURE,13000,12.29,0.46,N,4,19373.0
21.0,28000.0,OWN,5.0,EDUCATION,10000,7.88,0.36,N,3,19379.0
22.0,24000.0,OWN,0.0,VENTURE,7000,8.94,0.29,N,3,19382.0
22.0,24000.0,RENT,3.0,VENTURE,7000,7.49,0.29,N,2,19382.0
22.0,24000.0,RENT,2.0,MEDICAL,7000,7.29,0.29,N,3,19382.0
22.0,24000.0,RENT,1.0,EDUCATION,7000,11.36,0.29,N,4,19382.0
22.0,24000.0,OWN,6.0,VENTURE,7000,8.59,0.29,N,4,19382.0
22.0,24000.0,MORTGAGE,1.0,EDUCATION,7000,10.99,0.29,N,3,19382.0
31.0,16800.0,MORTGAGE,0.0,PERSONAL,6600,11.49,0.39,N,6,19415.0
23.0,21600.0,RENT,0.0,MEDICAL,5400,7.49,0.25,N,2,19423.0
21.0,29004.0,OWN,4.0,EDUCATION,11000,10.75,0.38,N,4,19432.0
21.0,25200.0,RENT,3.0,DEBTCONSOLIDATION,7000,11.36,0.27,N,3,19442.0
23.0,30000.0,MORTGAGE,7.0,PERSONAL,15000,12.98,0.5,Y,2,19472.0
